CityID,Latitude,Longtitude,Nearest City,Max_Temp,Humidity,Cloudiness,Wind Speed
462,-17.6871221,-61.00118772,san jose,28.35,59,12,2.17
463,-49.77395898,164.4715624,tuatapere,12.25,100,24,3.07
464,-44.45236271,-95.22779035,castro,7.65,100,44,1.47
465,-37.65429616,-147.3163052,mataura,7.65,79,8,2.12
466,-71.99068358,-126.9377797,rikitea,27.6,96,64,6.77
467,-35.97223114,5.788428398,saldanha,4.15,100,36,2.22
468,32.35369896,109.0592209,ankang,3.8,94,92,1.07
469,76.7903737,47.23194262,belushya guba,,,,
470,33.1462758,-59.19817977,saint george,17,63,40,2.1
471,-55.37340545,159.9451691,tuatapere,12.25,100,24,3.07
472,-72.00943247,160.5871671,bluff,30,40,24,3.57
473,-69.6052012,-171.1861829,vaini,28.3,77,80,1.67
474,-21.55218337,-46.76750103,caconde,16.7,96,0,1.22
475,-57.45215761,-61.0378161,ushuaia,2,100,75,2.6
476,-32.48813184,-55.26673357,tacuarembo,16.65,79,68,3.97
477,80.58329699,141.8728827,nizhneyansk,,,,
478,-57.16871681,69.45105872,saint-philippe,-7,41,75,4.6
479,-73.99397877,118.0488597,albany,-4,53,20,6.7
480,-79.43653385,-83.67729136,ushuaia,2,100,75,2.6
481,-18.7400979,115.8154336,karratha,39,20,0,4.82
482,67.85127497,-67.65315796,pangnirtung,-18.05,76,88,3.67
483,33.26435014,77.85003605,leh,-13.05,86,8,0.87
484,44.33614401,-42.02071606,torbay,-2,100,90,2.6
485,1.403049505,-134.6831891,atuona,27.95,98,92,7.17
486,72.66658293,-51.30008274,ilulissat,-21,76,24,1.5
487,-31.93444137,-95.75260186,lebu,21.6,55,32,2.67
488,-40.10853087,-14.7352736,jamestown,27.9,23,0,3.82
489,-58.25410387,-138.1729617,rikitea,27.6,96,64,6.77
490,-73.60266249,2.951551571,hermanus,20.75,53,24,3.67
491,17.07057827,-70.83635399,barahona,25,100,32,2.97
492,88.51214494,175.2121563,leningradskiy,-32.9,43,8,0.52
493,13.41699635,120.2958416,harrison,3,74,90,3.1
494,12.80658569,-117.7598897,cabo san lucas,20,60,5,2.82
495,-30.70765655,147.4695796,dubbo,34,16,0,3.1
496,80.06263659,70.79038524,dikson,-24.6,100,0,3.62
497,-88.97101405,-84.28649901,ushuaia,2,100,75,2.6
498,88.16275909,-12.84093861,illoqqortoormiut,,,,
499,-83.00059767,-169.8352184,vaini,28.3,77,80,1.67
500,44.81986813,-103.695854,belle fourche,0,100,0,2.6
501,84.43546608,22.0617341,longyearbyen,0,82,75,9.8
502,37.49819733,135.7739274,wajima,3,69,0,3.1
503,78.62370206,48.95892448,belushya guba,,,,
504,-26.50121306,-102.7906976,puerto ayora,25.15,100,32,1.17
505,-13.81473886,48.55784939,ambanja,22.2,100,92,2.62
506,6.358112553,-130.3351153,atuona,27.95,98,92,7.17
507,-52.87890148,54.60935941,taolanaro,,,,
508,38.40721503,15.12096347,lipari,20,64,0,3.6
509,-6.587410755,79.8625469,hithadhoo,29.3,100,20,6.62
510,85.76824998,59.45604357,belushya guba,,,,
511,25.46488495,-68.95415813,cockburn town,22.9,100,88,7.32
512,-88.55016602,105.2351685,albany,-4,53,20,6.7
513,14.84657841,148.0551068,airai,26.85,56,48,0.72
514,-0.306926648,-136.7705838,atuona,27.95,98,92,7.17
515,33.70138145,-136.8508506,fortuna,13,54,0,3.6
516,27.70180815,125.5518678,yomitan,,,,
517,-89.65021782,-57.63346107,ushuaia,2,100,75,2.6
518,87.41059547,61.74112014,amderma,,,,
519,83.78992212,-91.55212864,qaanaaq,-30.35,65,0,3.37
520,69.48228926,-75.01385223,clyde river,-29,68,75,5.1
521,9.600485916,31.13598202,malakal,,,,
522,-88.51727396,-155.1472882,mataura,7.65,79,8,2.12
523,35.94266231,-79.70316142,greensboro,7,26,40,2.67
524,-84.45757317,98.71123286,albany,-4,53,20,6.7
525,54.31972444,159.7951761,milkovo,13,76,64,1
526,-10.01262204,-178.2221836,vaitupu,,,,
527,63.16270753,-6.997580141,leirvik,-3,35,0,2.6
528,81.18985492,-125.8752688,tuktoyaktuk,-16,58,20,5.7
529,58.64937486,-12.27411229,ballina,3,86,75,10.3
530,-38.90095604,139.6972353,mount gambier,28.15,27,92,6.12
531,-25.24977616,-73.98865748,taltal,10.6,100,44,0.42
532,-79.86355741,-10.99755963,cape town,24,38,0,2.6
533,-42.2440525,-50.1974149,mar del plata,7.75,92,0,3.62
534,-10.92297802,-105.3897426,puerto ayora,25.15,100,32,1.17
535,65.9290452,-120.6089023,norman wells,-2,79,90,1.5
536,-45.2723503,134.0442313,mount gambier,28.15,27,92,6.12
537,-77.90446424,-146.610741,mataura,7.65,79,8,2.12
538,-82.34770969,-86.3131867,ushuaia,2,100,75,2.6
539,-23.70890487,131.8348983,yulara,39,8,0,3.1
540,48.12490212,29.45319605,balta,10.25,83,12,7.97
541,-47.72507141,-148.2268683,mataura,7.65,79,8,2.12
542,29.98855933,-83.26119851,lake city,2,37,90,8.2
543,-88.67863664,3.935784821,hermanus,20.75,53,24,3.67
544,-45.24731562,16.43395256,hermanus,20.75,53,24,3.67
545,-4.16730918,159.1372734,buala,24.75,100,80,2.12
546,-39.12896361,8.36835372,cape town,24,38,0,2.6
547,47.94739882,109.0760935,darhan,8.5,30,8,2.87
548,3.187280766,105.4299299,mersing,30.75,69,0,5.22
549,53.92331584,92.6437124,kuragino,0.85,97,0,1.42
550,-6.96688719,19.1553955,tshikapa,28.4,72,0,1.52
551,10.71639229,-70.9941418,cabimas,25.95,97,0,3.42
552,33.38027534,-25.68404977,vila franca do campo,16,100,75,9.3
553,-43.68950217,102.3739223,busselton,19.35,100,0,8.72
554,56.73045717,159.3882429,esso,-15.4,76,56,3.22
555,-32.24521696,-49.94022558,palmares do sul,19,93,0,1.5
556,-55.27273432,105.525211,albany,-4,53,20,6.7
557,-46.26254805,74.80150544,mahebourg,28,74,90,5.7
558,-25.18507798,-96.20526275,pisco,22,73,0,3.1
559,-45.47066708,155.385946,hobart,26,41,0,6.7
560,72.20047387,126.1610357,tiksi,-31.85,38,12,2.07
561,83.34595693,-85.80470063,qaanaaq,-30.35,65,0,3.37
562,-82.0516235,-91.34252929,punta arenas,6,70,75,6.7
563,-40.8824204,8.935689207,cape town,24,38,0,2.6
564,-83.87881436,72.3807217,taolanaro,,,,
565,-10.37162375,124.2980909,soe,-6,67,40,3.6
566,57.27427023,-108.6147751,meadow lake,-11.15,70,0,1.17
567,3.436065919,100.8945683,sungai besar,33,66,75,3.6
568,-70.14999572,147.879437,hobart,26,41,0,6.7
569,-88.68196939,-128.08549,rikitea,27.6,96,64,6.77
570,-37.80701122,-60.35772346,tres arroyos,14.55,60,0,5.47
571,-64.81518706,161.290263,bluff,30,40,24,3.57
572,-61.34322683,-154.0003952,mataura,7.65,79,8,2.12
573,71.56710622,107.0477523,khatanga,-32.2,40,24,2.67
574,42.74129545,161.9025072,severo-kurilsk,-6.2,100,64,11.32
575,-57.99193353,-120.4261677,rikitea,27.6,96,64,6.77
576,-66.69273294,174.955346,kaitangata,11.05,69,0,6.12
577,-27.10925454,60.1869433,souillac,7,87,0,1.5
578,19.6032687,-92.48698725,carmen,25.75,85,56,1.87
579,32.54971787,56.70727228,tabas,23.2,25,88,4.77
580,-34.15107163,-19.10334293,jamestown,27.9,23,0,3.82
581,1.604499302,12.54767534,oyem,21.25,100,92,0.47
582,-74.97678263,89.74084294,busselton,19.35,100,0,8.72
583,-15.5264159,-51.77039758,barra do garcas,22.45,91,48,1.02
584,77.44320031,-86.51330388,qaanaaq,-30.35,65,0,3.37
585,-59.346862,71.28145028,saint-philippe,-7,41,75,4.6
586,32.14432895,-166.8966824,kapaa,23,94,90,1.87
587,-51.0738531,-115.7781734,rikitea,27.6,96,64,6.77
588,74.37296287,-82.06998906,qaanaaq,-30.35,65,0,3.37
589,-27.26897381,-179.1403426,vaini,28.3,77,80,1.67
590,-43.64297691,2.111300294,cape town,24,38,0,2.6
591,69.40935848,-99.24142664,thompson,-10,61,75,1.5
592,77.30476164,114.1067298,saskylakh,-28.4,56,32,3.97
593,-58.50266899,133.7452652,new norfolk,26,41,0,6.7
594,51.40311516,-26.97071109,lagoa,15,77,75,10.8
595,-2.571462773,-100.1251791,puerto ayora,25.15,100,32,1.17
596,79.89699904,124.9951373,tiksi,-31.85,38,12,2.07
597,-26.21224504,-97.75791126,pisco,22,73,0,3.1
598,-84.74810984,50.67477525,port alfred,20.65,87,48,6.42
599,38.47802329,-151.6779755,kapaa,23,94,90,1.87
